fold,C,kernel,gamma,degree,num_of_balancing,Balanced Accuracy,Precision,Recall,F1 Score
3,12.406491067953908,linear,auto,,375,0.6711,0.6389,0.6712,0.6472
4,12.406491067953908,linear,auto,,375,0.6693,0.6507,0.6693,0.6537
1,64.6699933684854,linear,auto,,475,0.6068,0.6241,0.6068,0.6143
2,64.6699933684854,linear,auto,,475,0.6484,0.6553,0.6484,0.648
3,64.6699933684854,linear,auto,,475,0.6826,0.6596,0.6826,0.6562
4,64.6699933684854,linear,auto,,475,0.717,0.6846,0.717,0.6959
1,0.0025091284667130907,linear,auto,,375,0.5707,0.5803,0.5707,0.5745
2,0.0025091284667130907,linear,auto,,375,0.5887,0.5808,0.5888,0.5806
3,0.0025091284667130907,linear,auto,,375,0.6791,0.6409,0.6791,0.6507
4,0.0025091284667130907,linear,auto,,375,0.7077,0.6815,0.7077,0.6871
1,1.9592640427614845,polynomial,0.03229041059147393,4,325,0.6061,0.6214,0.6061,0.6034
2,1.9592640427614845,polynomial,0.03229041059147393,4,325,0.4954,0.492,0.4954,0.4886
3,1.9592640427614845,polynomial,0.03229041059147393,4,325,0.5914,0.5883,0.5914,0.5764
4,1.9592640427614845,polynomial,0.03229041059147393,4,325,0.602,0.602,0.602,0.5951
1,0.004411480131334642,rbf,0.010304532663843081,,400,0.25,0.0433,0.25,0.0738
2,0.004411480131334642,rbf,0.010304532663843081,,400,0.25,0.0529,0.25,0.0873
3,0.004411480131334642,rbf,0.010304532663843081,,400,0.25,0.0433,0.25,0.0738
4,0.004411480131334642,rbf,0.010304532663843081,,400,0.25,0.0529,0.25,0.0873
1,0.013149379829197765,rbf,0.0049228617570614515,,375,0.25,0.0433,0.25,0.0738
2,0.013149379829197765,rbf,0.0049228617570614515,,375,0.25,0.0529,0.25,0.0873
3,0.013149379829197765,rbf,0.0049228617570614515,,375,0.25,0.0433,0.25,0.0738
4,0.013149379829197765,rbf,0.0049228617570614515,,375,0.25,0.0433,0.25,0.0738
1,999.6174695091767,linear,auto,,500,0.6023,0.5994,0.6023,0.5983
2,999.6174695091767,linear,auto,,500,0.6441,0.6352,0.6442,0.6347
3,999.6174695091767,linear,auto,,500,0.6798,0.6626,0.6798,0.6599
4,999.6174695091767,linear,auto,,500,0.6563,0.6292,0.6563,0.639
1,2.1591822476333187,rbf,0.010815389557983867,,350,0.25,0.0465,0.25,0.0784
2,2.1591822476333187,rbf,0.010815389557983867,,350,0.25,0.1074,0.25,0.1502
3,2.1591822476333187,rbf,0.010815389557983867,,350,0.25,0.0465,0.25,0.0784
4,2.1591822476333187,rbf,0.010815389557983867,,350,0.25,0.0465,0.25,0.0784
1,44.715214883355465,linear,auto,,375,0.562,0.5748,0.5621,0.5672
2,44.715214883355465,linear,auto,,375,0.5925,0.5849,0.5925,0.585
3,44.715214883355465,linear,auto,,375,0.6711,0.6389,0.6712,0.6472
4,44.715214883355465,linear,auto,,375,0.6693,0.6507,0.6693,0.6537
1,0.028000372139541627,linear,auto,,450,0.5987,0.6146,0.5987,0.6049
2,0.028000372139541627,linear,auto,,450,0.5979,0.5798,0.5979,0.5848
3,0.028000372139541627,linear,auto,,450,0.69,0.6592,0.69,0.6679
4,0.028000372139541627,linear,auto,,450,0.6761,0.6321,0.6761,0.646
1,0.0021554965060853427,linear,auto,,325,0.593,0.601,0.593,0.5933
2,0.0021554965060853427,linear,auto,,325,0.6243,0.614,0.6242,0.6171
3,0.0021554965060853427,linear,auto,,325,0.6755,0.6306,0.6755,0.6399
4,0.0021554965060853427,linear,auto,,325,0.6839,0.6377,0.6839,0.6465
1,0.0896241769853722,linear,auto,,375,0.562,0.5748,0.5621,0.5672
2,0.0896241769853722,linear,auto,,375,0.5925,0.5849,0.5925,0.585
3,0.0896241769853722,linear,auto,,375,0.6711,0.6389,0.6712,0.6472
4,0.0896241769853722,linear,auto,,375,0.6693,0.6507,0.6693,0.6537
1,30.621365226654866,polynomial,0.009324858658343687,2,450,0.6332,0.6267,0.6332,0.6296
2,30.621365226654866,polynomial,0.009324858658343687,2,450,0.5749,0.5548,0.5749,0.5615
3,30.621365226654866,polynomial,0.009324858658343687,2,450,0.6569,0.6377,0.6569,0.6395
4,30.621365226654866,polynomial,0.009324858658343687,2,450,0.691,0.664,0.691,0.6726
1,0.6356293830274696,rbf,2.2724941684982804e-05,,300,0.5805,0.6237,0.5805,0.5851
2,0.6356293830274696,rbf,2.2724941684982804e-05,,300,0.482,0.464,0.482,0.4698
3,0.6356293830274696,rbf,2.2724941684982804e-05,,300,0.5974,0.593,0.5974,0.59
4,0.6356293830274696,rbf,2.2724941684982804e-05,,300,0.5461,0.537,0.5462,0.5317
1,0.025664852790606173,polynomial,0.08543275429381968,3,350,0.5595,0.5625,0.5596,0.5603
2,0.025664852790606173,polynomial,0.08543275429381968,3,350,0.5629,0.55,0.5629,0.5518
3,0.025664852790606173,polynomial,0.08543275429381968,3,350,0.7028,0.6671,0.7028,0.6705
4,0.025664852790606173,polynomial,0.08543275429381968,3,350,0.665,0.6578,0.665,0.6557
1,378.3513387997786,rbf,0.000657818684371242,,475,0.4836,0.6094,0.4836,0.5115
2,378.3513387997786,rbf,0.000657818684371242,,475,0.4217,0.5397,0.4217,0.433
3,378.3513387997786,rbf,0.000657818684371242,,475,0.5202,0.6024,0.5202,0.5408
4,378.3513387997786,rbf,0.000657818684371242,,475,0.4994,0.6396,0.4994,0.5273
1,393.6131381534366,linear,auto,,325,0.593,0.6054,0.593,0.5946
2,393.6131381534366,linear,auto,,325,0.5947,0.5936,0.5947,0.5904
3,393.6131381534366,linear,auto,,325,0.6848,0.6395,0.6848,0.6489
4,393.6131381534366,linear,auto,,325,0.6637,0.6207,0.6637,0.6324
